id,object_type,rights_statement,title,handle_link,format,archival_collection,notes,railroad,map_type,creator,publisher,region,waterway,states,regions,counties,cities,extent,display_date,start_date,path,files
AN 022,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Annapolis, Maryland and Vicinity, 1960",,http://vocab.lib.umd.edu/form#maps,,Includes street index.,,Regional maps,,,,,,,,Annapolis,1 sheet,1960,1960,annapolis-maryland-and,
AN 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Colonial Annapolis,,http://vocab.lib.umd.edu/form#maps,,,,Historic maps,,,,,,,,Annapolis,1 sheet,1960~,1960 (circa),map-of-colonial-annapolis,
AN 023,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Annapolis, Maryland and Vicinity, 1960-1962",,http://vocab.lib.umd.edu/form#maps,,Includes street index.,,,,"Jones, W.E., Office of the City Engineer",,,,,,Annapolis,1 sheet,1960/1962,1960,annapolis-maryland-and002,
BC 040,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Baltimore, Maryland by Census Tracts and Blocks",,http://vocab.lib.umd.edu/form#maps,,,,Census maps,,United States Bureau of the Census,,,,,,Baltimore City,3 sheets,1960,1960,baltimore-maryland-by,
BA 022,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Census Tracts in the Baltimore SMSA,,http://vocab.lib.umd.edu/form#maps,,With insets of Baltimore City & Annapolis City. Originally bound with: Maryland HA201.1960 .A542 folio.,,Census map,,U.S. Bureau of the Census,,,,,Baltimore County,Annapolis,2 sheets,1960,1960,census-tracts-in-the-baltimore,
BL 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Master Plans: Bladensburg-Defense Heights. Planning Area XIV.,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland NA9127.B56A54.,,Zoning maps,,Maryland-National Capital Park and Planning Commission,,,,,,Bladensburg,6 sheets,1960,1960,master-plans-bladensburg-defense,
BL 003,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Master Plans: Bladensburg-Defense Heights. Planning Area XIV, 1960",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland NA9127.B56A55 folio.,,Land use maps,,Maryland-National Capital Park and Planning Commission,,,,,,Bladensburg,6 sheets,1960,1960,master-plans-bladensburg-defense002,
CH 017,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map of Charles County Showing Topography and Election Districts, 1960",,http://vocab.lib.umd.edu/form#maps,,,,Geological maps,,Maryland Geological Survey,,,,,Charles County,,1 sheet,1960,1960,map-of-charles-county004,
CB 016,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Maryland's Tidewater Country: Showing the Chesapeake Bay and it Tributaries...,,http://vocab.lib.umd.edu/form#maps,,Full Title: Maryland's Tidewater Country: Showing the Chesapeake Bay and it Tributaries and Atlantic Ocean with Indexed Marine Facilities and Fishing Grounds,,Regional Map,,Maryland Dept. of Tidewater Fisheries,,Chesapeake Bay,Maryland,,,,3 sheets,"[1960, 1963, 1964]","1960, 1963, 1964",maryland39s-tidewater,
DC 017,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Census Tracts in the Washington SMSA,,http://vocab.lib.umd.edu/form#maps,,,,Census Map,,U.S. Bureau of the Census,,,District of Columbia,,,,1 sheet,1960,1960,census-tracts-in-the-washington,
GT 001,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Vicinity of Gaithersburg and Vicinity of Rockville,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: MDFOL NA9125.M3A5243 pt.1,,Regional Map,,Maryland-National Capital Park and Planning Commission,,,,,,Gaithersburg,4 sheets,1960,1960,vicinity-of-gaithersburg,
HG 003,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Hagerstown, Maryland by Blocks",,http://vocab.lib.umd.edu/form#maps,,,,Census Map,,United States Bureau of the Census,,,,,,Hagerstown,1 sheet,1960,1960,hagerstown-maryland-by,
HO 034,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Howard County in the Heart of Maryland: Historical information about people and places,,http://vocab.lib.umd.edu/form#maps,,,,Tourist maps,,,,,,,Howard County,,1 sheet,1960,1960,howard-county-in-the-heart,
HO 019,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Howard County Residential Zoning and Development Stage Plan.,,http://vocab.lib.umd.edu/form#maps,,,,Zoning maps,,Howard County. (MD). Planning Commission.,,,,,Howard County,,1 sheet,1960,1960,howard-county-residential,
HO 020,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,General Plan for Howard County,,http://vocab.lib.umd.edu/form#maps,,,,Land use maps,,Howard County. (MD). Planning Commission.,,,,,Howard County,,1 sheet,1960,1960,general-plan-for-howard,
MD 034,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Maryland, Old Line State",,http://vocab.lib.umd.edu/form#maps,,,,Regional Map,,"International Visual Educational Service, Inc.",,,Maryland,,,,1 sheet,1960,1960,maryland-old-line-state,maryland-maps/maps/2008/12/md034d.jpg/md034d_original.jpg
MAS 009,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Don Carpenter's 1960 Fishing Map,,http://vocab.lib.umd.edu/form#maps,,,,Thematic maps,,"Carpenter, Don",,,Mid-Atlantic,,,,1 sheet,1960,1960,don-carpenter39s-1960,
MO 024,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"A Guide to Park and Recreational Facilities, Montgomery County, Prince George's County, Maryland.",,http://vocab.lib.umd.edu/form#maps,,,,Thematic maps,,Maryland-National Capital Park and Planning Commission.,,,,,Montgomery County,,1 sheet,1960,1960,a-guide-to-park-and-recreational,
MO 090,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Street Map of Montgomery County.,,http://vocab.lib.umd.edu/form#maps,,,,Transportation maps,,Maryland-National Capital Park and Planning Commission.,,,,,Montgomery County,,1 sheet,1960,1960,street-map-of-montgomery002,
MO/PG 008,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Sewerage System: Five Year Program,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland State Documents (Washington Suburban Sanitary Commission .1 Sewerage program.),,Public utility maps,,Washington Suburban Sanitary Commission.,,,,,Montgomery County,,10 sheets,1960/1973,1960,sewerage-system-five,
PR 006,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Proposed Patuxent State Park,,http://vocab.lib.umd.edu/form#maps,,Originally bound with : Maryland NA9125.M3A5225.,,Regional maps,,Maryland-National Capital Park and Planning Commission,,Patuxent River,,,,,1 sheet,1960,1960,proposed-patuxent-state,
PRI 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Potomac River Naval Command,,http://vocab.lib.umd.edu/form#maps,,,,Hydrologic maps,,U.S. Potomac River Naval Command,,,,,,,1 sheet,1960,1960,potomac-river-naval-command,
TA 015,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"A Tourist's Guide to Talbot County, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Tourists maps,,Historical Society of Talbot County,,,,,Talbot County,,1 sheet,"[1960, 1962]","1960, 1962",a-tourist39s-guide,
US 008,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,A Pictorial Map Showing Historic Shrines and Battlefields of the Civil War 1861-1865,,http://vocab.lib.umd.edu/form#maps,,Reverse side features maps of individual Civil War battles and explanatory text. Issued to celebrate the Civil War Centennial.,,Pictorial maps,,"ESSO Standard, Chaney's Garage College Park, MD",United States,,Delaware,,,,1 sheet,1961,1961,a-pictorial-map-showing,
BC 179,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 17th Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-17th-ward,
BC 178,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Baltimore City. 15th Ward Showing Precinct Boundaries, 1961",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-15th-ward002,
BC 180,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 18th Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-18th-ward,
BC 181,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 22nd Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-22nd-ward,
BC 182,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 23rd Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-23rd-ward002,
BC 183,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 24th Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-24th-ward002,
BC 184,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 26th Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-26th-ward,
BC 176,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 12th Ward,,http://vocab.lib.umd.edu/form#maps,,Includes precinct boundaries.,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-12th-ward,
BC 175,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 11th Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-11th-ward002,
BC 174,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 10th Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-10th-ward,
BC 172,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 4th Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-4th-ward,
BC 171,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 3rd Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-3rd-ward,
BC 185,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Baltimore City. Third Legislative District Portion of 27th Ward, Showing Boundaries of 1st to 77th Precincts, Inclusive",,http://vocab.lib.umd.edu/form#maps,,"2 copies: One colored with key, other clean.",,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-third,
BC 170,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 2nd Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-2nd-ward,
BC 169,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 1st Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-1st-ward,
BC 050,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Plant Location Factors & Industrial Land Requirements in the Baltimore Industrial Area,,http://vocab.lib.umd.edu/form#maps,,"From McMillion's dissertation, Maryland LD3231.M70d McMillion, O.M.",,Land use maps,,"McMillion, Ovid Miller",,,,,,Baltimore City,14 sheets,1961,1961,plant-location-factors,
BC 173,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Baltimore City. 5th Ward Showing Precinct Boundaries,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1961,1961,baltimore-city.-5th-ward002,
BA 036,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map Showing 5-minute Quadrangles in Baltimore County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland GB705.M3M3 no. 1 folio.,,Quadrangle map,,Maryland Geological Survey,,,,,Baltimore County,,1 sheet,1961,1961,map-showing-5-minute-quadrangles,
BEL 006,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Town of Bel Air, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,,,,,,,Bel Air,1 sheet,1961,1961,town-of-bel-air-maryland,
COL 004,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Master Plans: Northwest Branch Watershed (upper),,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland NA9125.M3A58 1961 pt. 1.,,Watershed Map,,Maryland-National Capital Park and Planning Commission,,,,,,Colesville,1 sheet,1961,1961,master-plans-northwest002,
CUM 005,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Cumberland, 1961",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,,,,,,,Cumberland,1 sheet,1961,1961,cumberland-1961,
PG 111,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Town of District Heights,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,,,,,,,District Heights,1 sheet,1961,1961,town-of-district-heights,
GT 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Vicinity of Gaithersburg and Vicinity of Rockville, 1961",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: MDFOL NA9125.M3A524 pt.1,,Regional Map,,Maryland-National Capital Park and Planning Commission,,,,,,Gaithersburg,2 sheets,1961,1961,vicinity-of-gaithersburg002,
HG 005,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Sanitary District Study, Washington County, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Public Utility Maps,,"Tuemmler, Fred W. and Association",,,,,,Hagerstown,3 sheets,1961,1961,sanitary-district-study,
MD 033,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Maryland(5),,http://vocab.lib.umd.edu/form#maps,,,,Geological Map,,Maryland Dept. of Geology Mines and Water Resources,,,Maryland,,,,1 sheet,1961,1961,map-of-maryland5,maryland-maps/maps/2008/12/md033d.jpg/md033d_original.jpg
MD 060,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Geologic Sections of Clay-bearing Materials in Auger Borings and Outcrops,,http://vocab.lib.umd.edu/form#maps,,Use in conjunction with MD 64; Originally bound with: MD QE121.A25 no.23,,Geological Map,,"Maryland Dept. of Geology, Mines and Water Resources",,,Maryland,,,,5 sheets,1961,1961,geologic-sections-of-clay-bearing,
MD 064,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Maps Showing Outcrop Areas of Non-marine Cretaceous Strata [in various counties] and Locations of Auger Borrings and Exposures,,http://vocab.lib.umd.edu/form#maps,,,,Geological Map,,"Maryland Dept. of Geology, Mines and Water Resources",,,Maryland,,,,5 sheets,1961,1961,maps-showing-outcrop-areas,
MD/DE 009,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Index to Maps of Maryland, Delaware, and District of Columbia.",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Geological Survey (U.S.),,,Maryland and Delaware,,,,1 sheet,1961,1961,index-to-maps-of-maryland,
MD 089,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Central and Western Maryland Showing the Location of the Caves,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: MD QE121.A25 no.7 1961 (fig. 16),,Thematic Map,,"Maryland Dept. of Geology, Mines and Water Resources.",,,Maryland,,,,1 sheet,1961,1961,map-of-central-and-western,
MD/VA 048,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Corridor Plan-Year 1980. One of the Several Development Proposals for the National Capital Regions. With master plans for Gaithersburg, Rockville, Upper Rock Creek Watershed, and Upper Northwest Bra",,http://vocab.lib.umd.edu/form#maps,,,,Land use maps,,,,,Maryland and Virginia,,,,1 sheet,1961,1961,corridor-plan-year-1980.,
MO 028,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map of Montgomery County and the District of Columbia, showing the topograpy and election districts.",,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,"Maryland. Dept. of Geology, Mines and Water Resources.",,,,,Montgomery County,,1 sheet,1961,1961,map-of-montgomery-county006,
MO/PG 027,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Existing land use, 1961, Montgomery and Prince George's Counties",,http://vocab.lib.umd.edu/form#maps,,,,Land use maps,,Maryland-National Capital Park and Planning Commission.,,,,,Montgomery County,,1 sheet,1961,1961,existing-land-use-1961,
MO 032,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"A Master Plan of Parks and Recreation Areas in Montgomery and Prince George's Counties, Maryland.",,http://vocab.lib.umd.edu/form#maps,,,,Land use maps,,Maryland-National Capital Parka and Planning Commission.,,,,,Montgomery County,,1 sheet,1961,1961,a-master-plan-of-parks,
MO/PG 014,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Master Plans: Parks and Recreation Areas. A part of the proposed 1961-62 budget for Montgomery and Prince George's Counties.,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Maryland-National Capital Park and Planning Commission.,,,,,Montgomery County,,2 sheets,1961/1962,1961,master-plans-parks-and,
RC 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Master Plans: Upper Rock Creek Watershed,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland NA9125.M3A523.,,Watershed maps,,Maryland-National Capital Park and Planning Commission,,,,,,,4 sheets,1961,1961,master-plans-upper-rock,
ROC 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Street Map, City of Rockville",,http://vocab.lib.umd.edu/form#maps,,Map includes an index in an attatched envelope.,,Transportation maps,,Montgomery County (Md.). Dept. of Public Works,,,,,,Rockville,1 sheet,1961,1961,street-map-city-of-rockville,
WMD 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Geologic Maps of Western Maryland,,http://vocab.lib.umd.edu/form#maps,,Originally Bound with: Maryland QE121.A25 no. 24,,Geological maps,,"Maryland Department of Geology, Mines and Water Resources",,,,Western Maryland,,,3 sheets,1961,1961,geologic-maps-of-western,
WMD 003,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Water Resources Maps of Western Maryland,,http://vocab.lib.umd.edu/form#maps,,Originally Bound with: Maryland AE121.A25 no.24,,Geological maps,,"Maryland Department of Geology, Mines and Water Resources",,,,Western Maryland,,,3 sheets,1961,1961,water-resources-maps-of,
CE 046,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Indexed Street Map of Elkton, MD and Cecil County Map",,http://vocab.lib.umd.edu/form#maps,,,,Transportation maps,,Chesapeake Publishers,,,,,Cecil County,Elkton,1 sheet,1961,1961,indexed-street-map-of007,
AA 021,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Block Diagrams Showing How Various Formations in Anne Arundel County Function as a Conduit to Transmit Water,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 number 26.,,Hydrologic maps,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Anne Arundel County,,3 sheets,1962,1962,block-diagrams-showing,
AA 022,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Graphs Showing the Effects of Large-scale Pumping from the Patuxent Formation Along a Line Parallel to the Outcrop Area,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 number 26.,,Hydrologic maps,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Anne Arundel County,,1 sheet,1962,1962,graphs-showing-the-effects,
AA 020,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Maps of the Piezometric Surface in Various Formation in Anne Arundel County,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 number 26.,,Contour maps,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Anne Arundel County,,4 sheets,1962,1962,maps-of-the-piezometric,
AA 019,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Outcrop Areas and Altitudes of Various Formations in Anne Arundel County,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 number 26.,,Contour maps,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Anne Arundel County,,4 sheets,1962,1962,outcrop-areas-and-altitudes,
AA 018,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Groundwater Maps for Anne Arundel County,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 number 26.,,Hydrologic maps,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Anne Arundel County,,6 sheets,1962,1962,groundwater-maps-for-anne,
AA 016,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Contour Map of the Top of the Crystalline Rocks in the Northwestern Part of Anne Arundel, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 number 26.,,Contour maps,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Anne Arundel County,,1 sheet,1962,1962,contour-map-of-the-top,
AA 015,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Geologic Maps of Anne Arundel County,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 number 26.,,Geological maps,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Anne Arundel County,,2 sheets,1962,1962,geologic-maps-of-anne,
AA 017,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Block Diagram Showing How the Aquia Greensand Functions as a Conduit to Transmit Water Downdrip from its Recharge Area,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 number 26.,,Hydrologic maps,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Anne Arundel County,,1 sheet,1962,1962,block-diagram-showing,
AL 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Allegany County Showing the Geologic Formations and the Locations of Wells and Springs,,http://vocab.lib.umd.edu/form#maps,,"Orginally bound with: Maryland QE121.A25, No.24.",,Hydrologic map,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Allegany County,,1 sheet,1962,1962,map-of-allegany-county006,
BC 023,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,1960 Census Tract Index Map,,http://vocab.lib.umd.edu/form#maps,,,,Census maps,,Baltimore Department of Planning,,,,,,Baltimore City,1 sheet,1962,1962,1960-census-tract-index,
BC 021,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Zoning District Plan for the Re-zoning of Baltimore City,,http://vocab.lib.umd.edu/form#maps,,,,Zoning maps,,Baltimore Zoning Commission,,,,,,Baltimore City,2 sheets,1962,1962,zoning-district-plan-for,maryland-maps/maps/1962/01/bc021-1-oversize.jpg/bc021-1-oversize_original.jpg
BOW 005,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map of Belair at Bowie, Maryland",,http://vocab.lib.umd.edu/form#maps,,Belair sub-division of town of Bowie.,,Regional Map,,"Levitt and Sons, Inc.",,,,,,Bowie,1 sheet,1962,1962,map-of-belair-at-bowie,
CR 012,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"The Civil War in Carroll County, Maryland: the Gettysburg Campaign",,http://vocab.lib.umd.edu/form#maps,,,,Thematic Map,,"Historical Society of Carroll County, Maryland",,,,,Carroll County,,1 sheet,1962,1962,the-civil-war-in-carroll,
CC 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Master Plans: Chevy Chase (west) and Vicinity,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland NA9127.C4M3.,,Land use maps,,Maryland-National Capital Park and Planning Commission,,,,,,Chevy Chase,3 sheets,1962,1962,master-plans-chevy-chase,
DC 016,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Recommended Transportation System for the National Capital Region,,http://vocab.lib.umd.edu/form#maps,,,,Transportation Map,,National Capital Transportation Agency,,,District of Columbia,,,,1 sheet,1962,1962,recommended-transportation,
LAU 009,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Maximum Expansion Area, Laurel, Maryland",,http://vocab.lib.umd.edu/form#maps,,2 sheets.,,Land use maps,,University of Maryland. Municipal Technical Advis.,,,,,,Laurel,2 sheets,1962,1962,maximum-expansion-area,
MD 086,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Water Resources Investigations in Maryland,,http://vocab.lib.umd.edu/form#maps,,,,Hydrologic Map,,Geological Survey (U.S.),,,Maryland,,,,1 sheet,1962,1962,water-resources-investigations,maryland-maps/maps/2008/12/md086tr.jpg/md086tr_original.jpg
MO/PG 010,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,General Plans: Montgomery and Prince George's Counties.,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Maryland-National Capital Park and Planning Commission.,,,,,Montgomery County,,1 sheet,1962,1962,general-plans-montgomery002,
